 Tweet Text, Information Source, Information Type, Informativeness
"#LAXShooting We are expect to reopen Terminal 3 later this afternoon, LAWA Executive Director Gina Marie Lindsey. http://t.co/Wiw82NqOim",Government,Infrastructure and utilities,Related and informative
#LosAngeles airport partly closed as shooting probe continues.  http://t.co/5urMWY1ZhC,Outsiders,Infrastructure and utilities,Related and informative
LAX suspect texted 'worrisome' message prior to shooting - CANOE http://t.co/R1ItuA92RR (Latest) #patriots,Media,Other Useful Information,Related and informative
Flight delays continue across US after LAX shooting: Flights to and from Los Angeles International Airport con... http://t.co/VTE9baU6iQ,Media,Infrastructure and utilities,Related and informative
RT @April_MG: How convenient that Obama gets immediately briefed on #LAXShooting yet remains totally ignorant of his own scandals. #TCOT #T…,Outsiders,Other Useful Information,Related - but not informative
LA airport reopens after shooting http://t.co/Jkpsa3MuWD,Media,Infrastructure and utilities,Related and informative
LA airport reopens after shooting: Los Angeles International Airport reopens fully after Friday's attack which saw a US security agen...,Outsiders,Caution and advice,Related and informative
"RT @MsEntropy: Okay, so have any moderate white people bothered to apologize for #LAX yet?",Outsiders,Not applicable,Related - but not informative
RT @El_Grillo1: LAX Shooter:  Ciancia's note and rifle each had orange TSA inspection stickers on them.http://t.co/46jdfWFC4I,Media,Other Useful Information,Related and informative
RT @NewsBreaker: Note found in LAX shooting suspect's bag said he wanted to kill at least one TSA officer: http://t.co/FINpMcCUvq - @AP,Media,Other Useful Information,Related and informative
.@deadmau5 LA airport reopens after shooting: Los Angeles International Airport reopens fully after Friday's attack ...  @BasedBieberLife,Media,Infrastructure and utilities,Related and informative
You're such a reporter! RT @stephkbarnes Displaced baggage due to yesterday's #LAXShooting being sorted. @NBCLA http://t.co/Jz2xiyINv1,Media,Affected individuals,Related and informative
KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 23,Not labeled,Not labeled,Not related
Suspected LAX shooter's note revealed http://t.co/Hva2t8nbPO,Outsiders,Other Useful Information,Related and informative
RT @FOX29philly: VIDEO: Details Emerge about LAX Shooter.  http://t.co/JbyrHpLXdb,Media,Affected individuals,Related and informative
LAX: Los Angeles airport reopens after TSA agent killed - BBC News http://t.co/xw49wJ1N9y #news,Media,Infrastructure and utilities,Related and informative
RT @SEBHEUPDATE: LA airport reopens after shooting http://t.co/8yJKYpXgFJ #SEBHEUPDATE,Media,Infrastructure and utilities,Related and informative
LAX suspect had note saying he wanted to kill TSA - http://t.co/wXuU0JIQBk http://t.co/zd757LbhDV (Latest) #obama #p2,Media,Affected individuals,Related and informative
US Atty for LA Andre Birotte said LAX  gunman faces 2 federal counts: Murder of a federal officer &amp; commission of crime at an airport.,Government,Affected individuals,Related and informative
"STORY: LAX shooting suspect charged with murder, commission of violence at an international airport http://t.co/ljmQajYSUt",Media,Affected individuals,Related and informative
LAX Shooting Suspect Charged With Murder http://t.co/vTcJlisowg - #Fanuendo,Media,Affected individuals,Related and informative
RT @CBSNews: STORY: LAX shooting suspect charged with murder in rampage http://t.co/eu5zeHUC8A,Media,Affected individuals,Related and informative
Police probe motive after deadly LA airport shooting http://t.co/ncH5X6Oxd4 #AFP #video,Media,Affected individuals,Related and informative
Link to Greg W Howard? RT @CrankItUp6: SPLC: LAX-shooter Manifesto...ConspTheorist Patriot http://t.co/oOzCFDpB9z #p2 #tcot #opslam,Outsiders,Affected individuals,Related and informative
Note found at #LAXShooting scene says he wanted to instill fear into their traitorous minds of the TSA.,Outsiders,Affected individuals,Related and informative
RT @PzFeed: FBI: 'SOMEBODY GAVE THE LAX GUNMAN A RIDE TO THE AIRPORT.' FBI URGES ANYONE WITH PICTURES AND VIDEOS TO PROVIDE HERE http://t.c…,Media,Affected individuals,Related and informative
Update: LAX suspect shot slain TSA officer two times: http://t.co/PAcMYrH9z0,Outsiders,Affected individuals,Related and informative
"RT @FoxNews: UPDATE: Suspect in LAX shooting wrote note telling of intent to kill TSA employees, report says http://t.co/oGXN1kC2q8",Media,Affected individuals,Related and informative
"RT @jricole: So shooting down people at an airport is *not* terrorism, but carrying a flashdrive with evidence of gov't wrongdoing *is* ter…",Outsiders,Sympathy and support,Related - but not informative
"LAX #Suspect #Paul Ciancia Charged, Could Face #Death Penalty - Nov 2 @ 8:51 PM ET http://t.co/f5TGlvcBhH",Media,Other Useful Information,Related and informative
"LAX suspect shot TSA officer, walked away, then returned to shoot him again - CNN International  http://t.co/CGQAJc3BJ0",Media,Affected individuals,Related and informative
".@deadmau5 LAX suspect set out to kill, scare TSA officers:   @BasedBieberLife",Outsiders,Other Useful Information,Related and informative
Police: LAX shooting suspect carried note about ‘New World Order’ during attack | The Raw Story http://t.co/nQt02lSid8,Media,Affected individuals,Related and informative
#us Details surrounding LAX shooter beginning to emerge; charged with murdering a federal officer: Paul Anthon... http://t.co/jmiuoOc2Ed,Media,Affected individuals,Related and informative
"Other News LAX suspect set out to kill, scare TSA officers: The unemployed motorcycle mechanic suspected of ca... http://t.co/ZrxLhUsopz",Media,Affected individuals,Related and informative
Los Angeles Airport terminal re-opens as shooting probed http://t.co/2RfcrNGDZq via ABS-CBN,Media,Affected individuals,Related and informative
"LAX suspect set out to kill, scare TSA officers: The unemployed motorcycle mechanic suspected of ca... http://t.co/7OrvnQEeZf #charlotte",Media,Other Useful Information,Related and informative
LAX shooting suspect charged with murder http://t.co/zGVQU23dGf,Media,Other Useful Information,Related and informative
RT @hashbrownharst: ジェームズ・フランコが昨日のLAX空港銃撃事件の時着陸した飛行機に乗っていて空港封鎖で足止めされた様子を実況ツィートしていたことが話題に @JamesFrancoTV: #Lax -  http://t.co/Zwxs1siKCf,Not labeled,Not labeled,Not applicable
RT @GayCarBoys: guns havent made the USA safer: Gunman kills one and injures others at LAX airport  http://t.co/TFs9CiotQW via @guardian #A…,Media,Affected individuals,Related and informative
Here's the issue of the moment! LAX shooting suspect Paul Ciancia charged with murder - USA TODAY,Media,Affected individuals,Related and informative
Accused LAX shooter Paul Ciancia an unknown in his hometown: Official says Paul Ciancia's family doesn't know ... http://t.co/dFw1thbhJw,Media,Affected individuals,Related and informative
"RT @ABC: LAX Suspect Paul Ciancia Charged, Could Face Death Penalty - but Is Wounded and Unresponsive http://t.co/4H8eYjM6TC",Media,Affected individuals,Related and informative
"The pylons at Los Angeles International Airport (LAX) have been lighted in blue to honor Gerardo I. Hernandez,... http://t.co/RcqhvRYMbi",Media,Sympathy and support,Related and informative
The LAX Airport Shooter is a Terrorist http://t.co/I8Wuiw4UVS,Media,Other Useful Information,Related and informative
"RT @Mark_JekyllHyde: Here we go, FBI refers to LAX shooter as angry patriot Armed with assault weapon. Goal is to paint patriots &amp; Tea Part…",Outsiders,Affected individuals,Related and informative
"RT @cnnbrk: Wife: #LAX victim Gerardo Hernandez was wonderful husband, father, brother, son and friend. http://t.co/6jB1OgSOQr http://t.c…",Media,Affected individuals,Related and informative
"RT @cnnbrk: Wife: #LAX victim Gerardo Hernandez was wonderful husband, father, brother, son and friend. http://t.co/6jB1OgSOQr http://t.c…",Media,Affected individuals,Related and informative
LAX suspect set out to kill multiple TSA officers  http://t.co/xRJoXhmV9a,Media,Affected individuals,Related and informative
LAX shooting suspect Paul Ciancia charged with murder - USA TODAY http://t.co/BW6Cv6v6A4 (Latest) #usaf #usmc,Media,Affected individuals,Related and informative
@BasedBieberLife LAX suspect set out to kill multiple TSA officers:   @deadmau5,Outsiders,Affected individuals,Related and informative
"LAX suspect set out to kill, scare TSA officers",Outsiders,Other Useful Information,Related and informative
I heard Eminem is wearing camouflage in support of the LAX shooter. #SNL,Outsiders,Sympathy and support,Related - but not informative
http://t.co/Gohp2NqBTS #rent A cute room with large window and panoramic v (Hollywood near Vi http://t.co/AhMVnN3sDw #LAX #losangeles #CA,Not labeled,Not labeled,Not related
Los Angeles airport shooting suspect on murder charge - Radio New Zealand http://t.co/Lh4MVd3ziR (Latest) #Army #Navy #pjnet,Media,Affected individuals,Related and informative
Murder charge filed against LAX shooting suspect http://t.co/fwe6mCNqX3,Media,Other Useful Information,Related and informative
"RT @BreakingNews: Los Angeles shooting suspect charged with murder of federal officer, commission of violence at international airport - @A…",Media,Affected individuals,Related and informative
"LAX SHOOTING: Suspect charged with murder, may face death penalty http://t.co/Eiyl5dZGNu",Media,Other Useful Information,Related and informative
LAX shooting suspect was troubled http://t.co/3iMEvYKRTw,Media,Other Useful Information,Related and informative
"LAX suspect charged with murder: The suspected Los Angeles airport gunman shot a TSA officer, walked away, then returned to shoot his...",Outsiders,Affected individuals,Related and informative
TSA agent killed in Los Angeles airport shooting  http://t.co/qOArJACJeW,Media,Affected individuals,Related and informative
Suspect in LAX Shooting Spree Targeted TSA - ABC News http://t.co/ijShPjwB3A,Media,Affected individuals,Related and informative
"RT @EndNRA: LAX Shooting Suspect Sent Worrisome Message, Father Sought Authorities' Help: Cops http://t.co/plAtJqrspW #ENDTHENRA",Outsiders,Other Useful Information,Related and informative
LAX suspect faces charge of murder of federal official http://t.co/WqGpQR2AkG,Media,Affected individuals,Related and informative
"Prosecutors say LAX shooting suspect turned back to kill TSA officer: According to federal prosecutors, 23-yea... http://t.co/Yhg0pjBdrI",Media,Affected individuals,Related and informative
LAX SHOOTING: Feds say suspect went back to kill TSA officer http://t.co/4kz4ueItep,Media,Affected individuals,Related and informative
Los Angeles airport shooting suspect charged with murder http://t.co/CccmSnkQxm via @ndtv,Media,Affected individuals,Related and informative
"RT @Mark_JekyllHyde: Here we go, FBI refers to LAX shooter as angry patriot Armed with assault weapon. Goal is to paint patriots &amp; Tea Part…",Outsiders,Other Useful Information,Related - but not informative
"FBI: Suspect shot LAX TSA officer before returning, shooting again - USA TODAY http://t.co/Lh4MVd3ziR (Latest) #Army #Navy #pjnet",Media,Affected individuals,Related and informative
NJ-born suspect in LAX shooting spree targeted TSA - Burlington County Times http://t.co/Ph8cAeoW06 (Latest) #Giants #RedSkins,Media,Other Useful Information,Related and informative
RT @AliAbunimah: Alleged Boston bombers never provided political motive. #LAXshooting suspect reportedly did. So why are only former termed…,Outsiders,Other Useful Information,Related and informative
Paul Anthony Ciancia Identified As LAX Shooting Suspect http://t.co/isq948IS3W #ENDTHENRA,Media,Affected individuals,Related and informative
@BasedBieberLife Suspect in LAX shooting spree targeted TSA:   @deadmau5,Outsiders,Affected individuals,Related and informative
LAX shooter.  Enjoy. http://t.co/W6hISsMr6k,Outsiders,Other Useful Information,Related and informative
"#news Prosecutor: LAX suspect shot TSA officer, left, returned to shoot him again - CNN: ABC NewsProsecutor: L... http://t.co/x3onPySPH1",Media,Affected individuals,Related and informative
RT @socallks: ..@TrueValue  Your ad during Rush Limbaugh associates your business with mocking #LAXShooting! http://t.co/k2LOWlSkRh  #stopr…,Business,Other Useful Information,Related - but not informative
RT @AliAbunimah: Violence by white men is rarely termed “terrorism” even when all the evidence points in that direction #LAXshooting http:/…,Outsiders,Other Useful Information,Related - but not informative
@BotchedLobotomy I was expressing shock and outrage over an airport shooting.   Nobody addressed this.,Outsiders,Sympathy and support,Related - but not informative
"RT @txmattie: A Deadly Pattern:  Wheeling, WV Courthouse Shooter Hated Government (Video) http://t.co/1woGEgrct7 So did the LAX killer",Outsiders,Other Useful Information,Related and informative
LAX Shooter Charged With Murder! Could Face The Death Penalty!: They’ve got their guy! Officials determined th... http://t.co/1xv5XMfR71,Media,Affected individuals,Related and informative
Lawmakers debate gun control after Los Angeles airport shooting http://t.co/1rophZO4An,Media,Other Useful Information,Related and informative
New post: Suspect tells police he acted alone in LAX shooting http://t.co/eSovq3Hbh4,Media,Other Useful Information,Related and informative
LAX shooting suspect says he acted alone http://t.co/Iv5tGEaGqV http://t.co/m3fniNDXct,Media,Affected individuals,Related and informative
http://t.co/iZGEmJ4w9O Suspect tells police he acted alone in LAX shooting http://t.co/Sg9MM4ZUzv,Media,Affected individuals,Related and informative
LAX Shooting Suspect Says He Acted Alone http://t.co/ejAtSUxIfx,Media,Affected individuals,Related and informative
RT @WaseemStark: Can we all talk about how the #LAX shooter has not been described a terrorist in any way? K. Yeah. That's cool. #DoubleSta…,Outsiders,Other Useful Information,Related - but not informative
Latest news: Airport Shooting Suspect Remains Hospitalized - Wall Street Journal http://t.co/W0uSsJOZDe,Media,Affected individuals,Related and informative
"RT @Green_Footballs: The LAX shooter was a libertarian of the Ron Paul/Alex Jones variety (End the Fed, gold standard, NWO, etc.) http://t.…",Outsiders,Other Useful Information,Related and informative
Airport Shooting Suspect Still Hospitalized: The 23-year-old suspect in Friday's shooting at Los Ang... http://t.co/uZHiCa2Tru @dizining,Media,Affected individuals,Related and informative
RT @TheDailyEdge: #YouMightBeARepublican if you think the solution to the #LAX shooting is more guns at airports http://t.co/tlLKqylI6i htt…,Media,Not applicable,Related - but not informative
Now they want to start Arming TSA agents after this #LAXShooting #FalseFlag #Hoax,Outsiders,Other Useful Information,Related - but not informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
"ohhh tomorrow we are shooting at the airport, police station and hospital. that 7am call time tho...#Ouch",Not labeled,Not labeled,Not related
RT @speechboy71: LAX shooter had a hand-written note saying he wanted to “instill fear into the traitorous minds of TSA agents. How is tha…,Outsiders,Affected individuals,Related and informative
RT @ClaudeSabot: Terminal Humor for Dummies in the nwo.  #nwo #lax #dummies #falseflag #infowars http://t.co/pn2SsePFW2,Not labeled,Not labeled,Not related
@TheMediaSpeaks: Does this look real to you? #LAX #LAXshooting #falseflag http://t.co/Tib7pWvAV9  Another dummy like one in wheel chair.,Media,Other Useful Information,Related - but not informative
RT @DjKingAssassin: Breaking News:Shots fired out here in LAX airport!!,Media,Other Useful Information,Related and informative
RT @Marmel: The #LAXShooting was a terrorist attack.  And the terrorist's organization of choice? Tea Party. So I guess we go w/ lone wolf…,Outsiders,Other Useful Information,Related and informative
(CNN) Family asked police to check on LAX suspect http://t.co/aB90HA9InB,Media,Other Useful Information,Related and informative
RT @da_youngsaint: Family asked police to check on LAX suspect: Paul Ciancia sent his family disturbing messages. But by the time... http:/…,Media,Other Useful Information,Related and informative
LAX Shooter Paul Ciancia Was Right to Fear NWO: http://t.co/yo50o1zoio via @youtube,Media,Other Useful Information,Related - but not informative
RT @CNN: 'A matter of minutes:' Police checked on LAX suspect after he left for the airport: http://t.co/QcZgOZcTmI,Media,Other Useful Information,Related and informative
RT @CNN: 'A matter of minutes:' Police checked on LAX suspect after he left for the airport: http://t.co/QcZgOZcTmI,Media,Other Useful Information,Related and informative
RT @News12NJ: The #Pennsville native charged in the fatal shooting at #LAX told investigators that he acted alone. http://t.co/vfZ4cw0Bgc,Media,Affected individuals,Related and informative
RT @Exothermic12: 130826 LAX Airport  #EXO #엑소 #LUHAN #루한 5/5-DO NOT:edit the pic/remove the logo/upload to Tumblr thx! http://t.co/eCQhLxN…,Not labeled,Not labeled,Not related
#video #news Past Clues Show Suspect Paul Ciancia's Possible Motives in LAX Shooting:   Former ... http://t.co/W6icD7fwdf #usa #Politics,Media,Other Useful Information,Related and informative
RT @objkshn: SPLC: LAX shooter had manifesto aligning himself with right wing extremists http://t.co/pFEAgsiOfK via @dailykos,Media,Other Useful Information,Related and informative
RT @BlacklistedNews: Photo Of Dummy Presented As Wounded LAX Shooter By Media http://t.co/1i0xrDFwmX,Media,Other Useful Information,Related and informative
"Wow, reading and watching about the incident at #LAX is truly terrifying! This could have been a lot worse. #prayersforLAX",Outsiders,Sympathy and support,Related - but not informative
Suspected LAX shooter went to school in Orlando:   Officials with the Motorcycle Mechanics Institute confirmed... http://t.co/UXKOLrR5EK,Media,Other Useful Information,Related and informative
Police: LAX shooting suspect said he acted alone http://t.co/ghTGycEnXA,Government,Affected individuals,Related and informative
"RT @NewDay: Joining us this morning to discuss the #LAX gunman...@FranTownsend, Gov. Tom Ridge and witnesses Tom&amp;Michelle Lagos. It all beg…",Media,Other Useful Information,Related - but not informative
"RT @Priceless280: Police missed LAX suspect by 'minutes': After a weekend of intense investigation, authorities are piecing toge... http://…",Outsiders,Other Useful Information,Related and informative
RT @intifada: Violence by white men rarely termed terrorism even when evidence points that way | @AliAbunimah #LAXShooting http://t.co/Ks…,Outsiders,Other Useful Information,Related - but not informative
"Good morning. We are talking #Obamacare, #LAXShooting and #Bears. Taking your calls at (312) 591-8900. @wlsam890",Media,Affected individuals,Related - but not informative
@RichardDawkins airport security is a cash cow. Incident at LAX proved that. A terrorist could drive up to an airport &amp; detonate a bomb.,Outsiders,Not applicable,Related - but not informative
Dramatic Details Emerge Of LAX Rampage Targeting TSA Agents. #tsa #lax http://t.co/gGOndme5MA,Media,Affected individuals,Related and informative
Opinion: Arming TSA not the answer: We don't know much about the shooting at Los Angeles International Airport... http://t.co/C42E73rtIS,Media,Other Useful Information,Related and informative
"LAX shooter remains heavily sedated, under guard - http://t.co/RtQsJN3Tpt http://t.co/Kk3yv9qKMO",Media,Affected individuals,Related and informative
"LAX shooter remains heavily sedated, under guard http://t.co/T1tPFZkXlB",Outsiders,Other Useful Information,Related and informative
Police: LAX Shooting Suspect Returned to Victim and Shot Him Again - KABC http://t.co/a7PENQyv5M (Latest) #California,Media,Affected individuals,Related and informative
RT @RCH_Elena: LAX Shooting Suspect Paul Ciancia Faces Federal Murder Charges via @RedCowHills http://t.co/WSEZ521eUp,Media,Other Useful Information,Related and informative
"LAX Shooting: Paul Ciancia, wounded suspect, gave police crucial information - CBS News http://t.co/CZpXYrDLDt (Latest) #guncontrol",Media,Other Useful Information,Related and informative
"LAX shooting: Latest on suspect, victims and warning that may have come too late http://t.co/9nhsXr1vNJ #LAX #Shooting #LosAngeles",Media,Other Useful Information,Related and informative
"How LAX shooter concealed his weapon: John Miller says suitcase and backpack had holes cut, creating a hiding ... http://t.co/bsQqP46OGb",Media,Other Useful Information,Related and informative
Feds: LAX suspect returned to shoot TSA officer - WBIR-TV http://t.co/unUu6ZVYP7 (Latest) #Chicago #Florida,Government,Affected individuals,Related and informative
RT @hanscs: LAX Shooter Tied to the New Patriot Movement - http://t.co/79rRXYeKqQ via @Shareaholic,Media,Other Useful Information,Related and informative
"RT @CBSNews: .@johnmillercbs breaks down the LAX shootings, as they happened, with revealing new detail for @CBSThisMorning - http://t.co/0…",Media,Affected individuals,Related and informative
Police Went to LAX Shooting Suspect's Home Minutes After He Left on Day of Rampage - http://t.co/nJZfHnTap4,Media,Affected individuals,Related and informative
#TalkLikeAPirateDay: Suspected Gunman In Custody After Shots Reported At Los Angeles Airport - The scene at LAX... http://t.co/Ay3wfuAYr2,Media,Other Useful Information,Related and informative
We love providng worldwide Club VIP service to over #400 cities. Call 702.996.6434 #Deals #FreeQuote -&gt; http://t.co/N8srNQGE04 #LAX #LAS,Not labeled,Not labeled,Not related
Saw Vicki and Tamra from the house wives of Orange County #lax 😋,Not labeled,Not labeled,Not related
Social Media Succes:  #LAX Reaches Out to Confused Travelers Through Twitter Account http://t.co/OkkktULcmK via @TwitchyTeam #socialmedia,Not labeled,Not labeled,Not related
"LAX suspect remains heavily sedate, under guard - USA TODAY: U.S. News &amp; World ReportLAX suspect remains heavi... http://t.co/HITF78w8P0",Media,Affected individuals,Related and informative
"RT @mtdarwin9: Now that LAX TSA Shootout is over LA goes go back to regular schedule of 100 shootings/drive-bys, 10 stabbings, 1/2 dz homic…",Outsiders,Not applicable,Related - but not informative
Wounded LAX shooting suspect gave police crucial information - W*USA 9 http://t.co/zd757LbhDV (Latest) #obama #p2,Media,Affected individuals,Related and informative
"LAX suspect remains heavily sedated, under guard http://t.co/s8EhFSX7C0",Media,Affected individuals,Related and informative
"Riddle me this, FBI says they don't believe the LAX shooter has any past criminal issues but they had a head shot of him on file in NCIC.",Outsiders,Other Useful Information,Related and informative
"RT @MartinGarrix: On my way to the airport with @JulianJordan &amp; @jayhardway, shooting the video for Wizard in Italy tonight!! http://t.co/W…",Not labeled,Not labeled,Not related
#NEWS Press Finds LAX Shooter’s ‘Anti-Government Views’ Less Threatening the Monday After http://t.co/zyHMEbynwp,Media,Other Useful Information,Related and informative
LAX suspect's family 'shocked and numbed' by shooting: The family of the accused gunman in last week'... http://t.co/WocFxLwSoa #WhatsUp,Eyewitness,Affected individuals,Related and informative
The LAX Airport Shooter is a Terrorist http://t.co/SADPrg3TjJ  dam true!,Outsiders,Other Useful Information,Related and informative
Senate’s Failed Gun Bill Would Not Have Stopped LAX Shooter http://t.co/6fAFHxiamd (Industry) #49ers #Jets,Outsiders,Other Useful Information,Related - but not informative
LAX shooting: New details on Paul Ciancia come to light: Police confirm the LAX shooting suspect lived in Sun ... http://t.co/awxon7H822,Media,Affected individuals,Related and informative
#News LAX Suspect's Family Expresses Sympathy http://t.co/TsetI8oL3h,Media,Sympathy and support,Related and informative
Family of LAX shooter say they are “shocked and numbed” by what their son did: http://t.co/KhlQyHGbcb,Media,Other Useful Information,Related and informative
Family of LAX shooting suspect 'shocked and numbed' by rampage http://t.co/hxXt9fGVj5,Media,Affected individuals,Related and informative
"Media Silent About Beck, Jones Influence On LAX Shooter http://t.co/WRy4f7u18e via @sharethis",Media,Other Useful Information,Related and informative
We love hearing your thoughts as to where the @NCAA_Lax Champs should be! Keep it coming!  Where is #Lax hot? @TheWhistle,Not labeled,Not labeled,Not related
msnbc travel: Airport security will be reviewed after LAX shooting: Holder:  http://t.co/xatVBUhVSO,Media,Other Useful Information,Related and informative
"LAX suspect remains heavily sedated, under guard http://t.co/DOdWl2Wif3 #fox5",Media,Affected individuals,Related and informative
TSA Agent Killed at LAX Shooting; Suspect in Custody http://t.co/kyyFqBAyBv via http://t.co/hdZI6v6ii9 #uspolitics,Media,Affected individuals,Related and informative
New post: LAX shooting suspect reportedly told police he acted alone - Fox News http://t.co/5rSOF1Kqdw,Media,Affected individuals,Related and informative
Why the LAX Shooter Should Be Charged as a Terrorist http://t.co/4mwhBnojaY via @thedailybeast,Media,Other Useful Information,Related - but not informative
Suspect in LAX shooting apparently had suicidal thoughts before attack -  The man suspected of killing a... http://t.co/DsecrhoyAz,Media,Affected individuals,Related and informative
RT @OutFrontCNN: #OutFront tonight: Obamacare cost cancer patient's health care? LAX shooter's anti-govt msg; Dolphins hazing? @ErinBurnett…,Media,Other Useful Information,Related and informative
RT @katiecouric: Friday's #LAXshooting raises the question: should TSA  agents be armed? What do u think? http://t.co/XGtFMQ4oFQ via @TIME,Media,Other Useful Information,Related and informative
#NewsTechnology - 'QUIET' LONEREx-classmates describe LAX shooting suspect,Eyewitness,Other Useful Information,Related and informative
"Live in Toronto? Visit Los Angeles for only $258 on Monday, December 16. Save $54! #flight #deal #YTO #LAX http://t.co/6nYwOU1zBl",Not labeled,Not labeled,Not related
So.... The LAX Shooter wore fatigues? http://t.co/etLzVzUJGK,Outsiders,Other Useful Information,Related and informative
"RT @TSA: #TSA honors #LAX TSO Gerardo Hernandez, and offers condolences and utmost support to the family of our colleague. http://t.co/IUxa…",Government,Other Useful Information,Related - but not informative
#jesu Family of Los Angeles airport shooting suspect offer sympathy for victims: Family of Paul Ciancia... http://t.co/uXaD33epHn #paulz,Outsiders,Sympathy and support,Related and informative
"Every time I turn on KTLA there's some Breaking News. LAX shootings, Car chases, President, press conferences... America. Calm down, please!",Outsiders,Other Useful Information,Related - but not informative
"#obama After Los Angeles Airport Shooting, No Easy Answers on Security Strategies - New York Times:... http://t.co/rs59vD3IQg #news #usa",Government,Affected individuals,Related - but not informative
Shooting Suspect's Steps Are Traced in Search for Clues to LA Airport Attack - New York Times: Philly... http://t.co/gVUdDxuO3a @TeamLOA,Media,Other Useful Information,Related and informative
http://t.co/nL5fNhNOFO #sale 2010 Ford Edge SE 6-Speed Automatic (Chino Hills Ford – 91710) http://t.co/livObKxrAq #LAX #losangeles #CA,Not labeled,Not labeled,Not related
Jennifer Lawrence at LAX airport today! #bestfasionsense,Not labeled,Not labeled,Not related
Shots fired at #GardenStatePlaza in NJ. Suspected shooter on campus at #CCSU this morning. And Friday's tragedy at #LAX. #GunContol please!,Outsiders,Affected individuals,Related and informative
Suspect in LAX shooting apparently had suicidal thoughts before attack -  The man suspected of killing a... http://t.co/xxIbmJIQ1K,Media,Affected individuals,Related and informative
RT @VicehoodNews: LAX Shooting Victim: Human or Dummy? http://t.co/SXxeAQjv2Y #LAXShooting #Dummy #Conspiracy #TeamWakeEmUp #Wheelchair #Fa…,Media,Other Useful Information,Related - but not informative
RT @nine11inreverse: of course the #tsa is begging for armed officers after #lax shooting...did you really believe #cia-n-#cia's actions wo…,Outsiders,Other Useful Information,Related - but not informative
LAX shooter's government view probed http://t.co/xlEsBCQ4OF via @USATODAY,Media,Other Useful Information,Related and informative
"How LAX shooter concealed his weapon http://t.co/pTvZdsPpkr November 04, 2013 at 09:31AM",Media,Other Useful Information,Related and informative
"LAX suspect remains heavily sedated, under guard - Dekalb Daily Chronicle (Latest) http://t.co/rYHDViaX7X #jobs #trust",Media,Other Useful Information,Related and informative
RT @ABCWorldNews: LAX shooter unconscious after being shot in the face by cops: http://t.co/KzYrUvZK23 #ABCWorldNews,Media,Other Useful Information,Related and informative
#BFL #BUR #FAT #LGB #LAX #MRY #OAK #ONT【Petition】Stop Korean Propaganda in the US Nickname・Email・Country　That's it！ http://t.co/R2BoB6xNl6 …,Not labeled,Not labeled,Not applicable
"RT @joelrubin: If the public is willing to tolerate the intrusion of car searches at #LAX, law enforcement certainly could do it @LAP…",Not labeled,Not labeled,Not related
#Union calls for new class of armed #TSA agents. B/c more guns will prevent more violence. #LAXShooting #guncontrol http://t.co/YedNoe5rR8,Government,Other Useful Information,Related - but not informative
RT @BruceBartlett: Report--LAX shooter is a right-wing conspiracy kook. No surprise. http://t.co/cH5r8qadSc,Outsiders,Affected individuals,Related and informative
Skewers by Morimoto calls this Kushiage. I call this Chicken Katsu. #LAX #food http://t.co/KIrOtp0gMZ,Not labeled,Not labeled,Not related
Did they know the lax shooter who knew james comey who saw ferris pass out at 31 brothers &amp; a half brother last night ben obenshein mark ?,Outsiders,Affected individuals,Related and informative
RT @AP: Authorities investigate possible ties between LAX shooter and New World Order conspiracy theory: http://t.co/DMjVYhAkRC -SS,Media,Other Useful Information,Related and informative
Alleged LAX shooter's letter mentions new world order: Century-old conspiracy theory was referenced in Paul ... http://t.co/IBtfJzKdlA,Media,Affected individuals,Related and informative
LAX &amp; NJ Shootings~Are Obama &amp; The Communists Busy With Left-Wing Terror? http://t.co/he5XGmGYP5,Outsiders,Other Useful Information,Related and informative
Southern Poverty Law Center: 'Far-Right Homophobes' to Blame for LAX Shooter http://t.co/YNdmzjhTXX via @BreitbartNews,Media,Other Useful Information,Related and informative
"RT @BlacklemonLjong: [PREVIEWS] 131106 ICN✈LAX airport - ✪Myungsoo&amp;Sungjong✪ (cr.L'aile,BellabellaSJ) OMG.-///////- http://t.co/P4JEqWHHNf …",Not labeled,Not labeled,Not related
RT @noon_chadaa: @KrisFanboard: จมูกโด่งมากพี่คริส &gt;///&lt; ขาวมากด้วย-.-♥ 130826 Kris @ LAX Airport   cr.jiactasy   #DuizhangKrisDay http://…,Not labeled,Not labeled,Not applicable
RT @Deanofcomedy: Why the LAX Shooter Should Be Charged as a Terrorist -My @thedailybeast article re why doing this could save ur life http…,Media,Other Useful Information,Related and informative
LAX is the busiest airport I've ever been in. But on Friday it was a ghost town.  http://t.co/aI49NeNhkP,Eyewitness,Not applicable,Related and informative
Good morning LA! (@ Los Angeles International Airport (LAX) - @lax_official w/ 167 others) http://t.co/PJQYBy7HRQ,Not labeled,Not labeled,Not related
RT @PrisonPlanet: Airport shooting: Arm the TSA! School shooting: Arm the teachers? Interesting which one the establishment pushes isn't it?,Outsiders,Other Useful Information,Related - but not informative
